Name,Link,Rating,Enroll,Instructor,Time,Level,Fee,Program,Subtitle,Subject,Organization,Knowledge,Programing Language,Tool,Platform,Framework,Knowledge_P,Programing Language_P,Tool_P,Platform_P,Framework_P
Introduzione alla Data Visualization con Tableau,https://www.coursera.org/learn/introduzione-data-visualization-tableau,,,Manuel Belgioioso,18 hours,Beginner,1000,Data Visualization: Analisi dei dati con Tableau Specialization,Italian,Data Science,,,Visual Communication          Data Virtualization          Data Visualization (DataViz)          Visual Analytics          Tableau Software,,Università di Napoli Federico II,,,,,,
Introduction to R Programming for Data Science,https://www.coursera.org/learn/introducton-r-programming-data-science,4.6,6.265,Yan Luo,11 hours,Beginner,1000,,English,Data Science,,"factors, data structures, regular expressions, handle errors, vectors, data frames, lists",Data Science          R Programming,,IBM,,,,,,
Introduction to Relational Databases (RDBMS),https://www.coursera.org/learn/introduction-to-relational-databases,4.6,5.533,"Rav Ahuja,Sandip Saha Joy,Lin Joyner,Rose Malcolm",14 hours,Beginner,1000,,English,Information Technology,,"relational database, database systems, erd, relational databases, entity relationship diagrams, rdbms","Database (DB) Design          Database Architecture          Postgresql          MySQL          •	Relational Database Management Systems (RDBMS)      ",,IBM,,,,,,
Introduction to Designing Data Lakes on AWS,https://www.coursera.org/learn/introduction-to-designing-data-lakes-in-aws,4.7,6.36,"Rafael Lopes,Morgan Willis",14 hours,Intermediate,1000,,English,Data Science,,data lake,Data Science          Analytics          Big Data          Data Lake          Amazon Web Services (Amazon AWS),,Amazon Web Services,,,,,,
Introduction to Big Data with Spark and Hadoop,https://www.coursera.org/learn/introduction-to-big-data-with-spark-hadoop,4.1,3.524,"Karthik Muthuraman,Aije Egwaikhide",12 hours,Beginner,1000,,English,Information Technology,,"big data, mapreduce, dataframes, parallel programming, hdfs, rdds, runtime environment, data sets",Apache Hadoop          SparkSQL          SparkML          Big Data          Apache Spark,,IBM,,,,,,
Introduction to Statistics & Data Analysis in Public Health,https://www.coursera.org/learn/introduction-statistics-data-analysis-public-health,4.7,31.159,Alex Bottle,16 hours,Beginner,1000,Statistical Analysis with R for Public Health Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Health,,"health, statistics, graphical, statistical, descriptive statistics",Run basic analyses in R          R Programming          Understand common data distributions and types of variables          Formulate a scientific hypothesis,,Imperial College London,,,,,,
Introduction to Clinical Data Science,https://www.coursera.org/learn/introduction-clinical-data-science,4.6,12.315,"Laura K. Wiley, PhD",8 hours,Intermediate,1000,Clinical Data Science Specialization,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Data Science,,"markdown, rmarkdown",,,University of Colorado System,,,,,,
Introduction to Clinical Data,https://www.coursera.org/learn/introduction-clinical-data,4.6,7.448,"Nigam Shah,Steven Bagley,David Magnus",12 hours,Beginner,1000,AI in Healthcare Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"data mining, healthcare",,,Stanford University,,,,,,
"Intro to Analytic Thinking, Data Science, and Data Mining",https://www.coursera.org/learn/intro-analyticthinking-datascience-datamining,4,3.112,"Dursun Delen,Julie Pai",7 hours,Intermediate,1000,Data Science Fundamentals Specialization,"English, Indonesian",Data Science,,"crisp-dm, data science, cross-industry standard process for data mining",Environmental Data Analysis          Data Documentation          Geophysical Data          Data Mining,,"University of California, Irvine",,,,,,
Introduction to Accounting Data Analytics and Visualization,https://www.coursera.org/learn/intro-accounting-data-analytics-visual,4.8,18.899,Ronald Guymon,19 hours,Beginner,1000,Accounting Data Analytics Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"big data analytic, big data, visualizations, calculations, regression, big data analytics, linear programming, clustering, data analytic, ply those principles to create effective visualizations. we then examine fundamental data analytic tools, such as regress, integrated development environment, visual perception principles, ide",Data Analysis          Predictive Analytics          Data Visualization (DataViz)          Data Architecture          coding,,University of Illinois at Urbana-Champaign,,,,,,
Innovating with Data and Google Cloud,https://www.coursera.org/learn/innovating-with-data-google-cloud,4.8,5.245,Google Cloud Training,2 hours,Beginner,1000,,Subtitles: English,Information Technology,,"ai, digital transformation, machine learning, data-driven culture",,,Google Cloud,,,,,,
Information Security: Context and Introduction,https://www.coursera.org/learn/information-security-data,4.7,64.84,"Professor Peter Komisarczuk,Professor Keith M. Martin,Dr Jorge Blasco Alis",24 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,,"information security, cryptography, computer and network security, network and computer security, security management",Cybersecurity          Cryptography          Information Security (INFOSEC)          Security Management,,"University of London,Royal Holloway, University of London",,,,,,
IBM Data Topology,https://www.coursera.org/learn/ibm-data-topology,4.8,,"Mike Hervey,Paul Christensen",6 hours,Intermediate,1000,,English,Information Technology,,"ai, inaccessible data, monolithic architecture, multicloud environments",Data Science          Dataflow          Strategic Planning          Artificial Intelligence (AI)          Digital Strategy,,IBM,,,,,,
IBM Data Privacy for Information Architecture,https://www.coursera.org/learn/ibm-data-privacy,4.7,,"Christopher Giardina,Aaron Ritchie",10 hours,,1000,,"English, Arabic",Information Technology,,"ibm datafirst, data protection, data protection and privatization, data privacy",Information Privacy          IBM datafirst method,,IBM,,,,,,
IBM Data Analyst Capstone Project,https://www.coursera.org/learn/ibm-data-analyst-capstone-project,4.6,10.946,"Ramesh Sannareddy,Rav Ahuja",15 hours,Intermediate,1000,IBM Data Analyst Professional Certificate,English,Data Science,,"data analysis,  data analysis, data analytics, data analysis report",Microsoft Excel          Data Analysis          SQL and RDBMS          Data Visualization (DataViz)          Dashboard,,IBM,,,,,,
Healthcare Data Quality and Governance,https://www.coursera.org/learn/healthcare-data-quality-governance,4.5,4.824,Doug Berman,12 hours,Intermediate,1000,Health Information Literacy for Data Analytics Specialization,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Health,,"big data, healthcare, data analytics, data quality",,,"University of California, Davis",,,,,,
Healthcare Data Literacy,https://www.coursera.org/learn/healthcare-data-literacy,4.5,9.95,Brian Paciotti,13 hours,Intermediate,1000,Health Information Literacy for Data Analytics Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Health,,"clinical data standards, healthcare systems, snomed, icd-10, drug vocabularies, loinc, healthcare",,,"University of California, Davis",,,,,,
Using clinical health data for better healthcare,https://www.coursera.org/learn/healthcare-data,4.7,6.107,Tim Shaw,15 hours,Beginner,1000,,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Health,,"digital health data systems, data analysis, data quality, digital health systems, data integrity, data life cycle, visualisation, healthcare, data analytics",,,The University of Sydney,,,,,,
Healthcare Data Models,https://www.coursera.org/learn/healthcare-data-models,4.5,4.155,Doug Berman,12 hours,Intermediate,1000,Health Information Literacy for Data Analytics Specialization,"Subtitles: French, Portuguese (European), Russian, English, Spanish",Health,,"data analysis, data pipeline, data warehouses, healthcare, data analytics",,,"University of California, Davis",,,,,,
Google Data Analytics Capstone: Complete a Case Study,https://www.coursera.org/learn/google-data-analytics-capstone,4.8,56.382,Google Career Certificates,8 hours,Beginner,1000,Google Data Analytics Professional Certificate,English,Data Science,,data analysis,Job portfolio          Data Cleansing          Data Analysis          Data Visualization (DataViz)          case study,,Google,,,,,,
GIS Data Acquisition and Map Design,https://www.coursera.org/learn/gis-data-acquisition-map-design,4.9,18.752,Don Boyes,20 hours,Beginner,1000,"GIS, Mapping, and Spatial Analysis Specialization","Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Physical Science and Engineering,,"gis, non-gis data, metadata",Geographic Information System (GIS)          Cartography          Esri          Mapping          Spatial Analysis,,University of Toronto,,,,,,
"GIS Data Formats, Design and Quality",https://www.coursera.org/learn/gis-data,4.9,33.082,Nick Santos,28 hours,Intermediate,1000,Geographic Information Systems  (GIS) Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Physical Science and Engineering,,"relational database, raster data",Spatial Analysis          Analytics          Workflow          Data Management,,"University of California, Davis",,"data analysis, gis",,,,
Getting Started with Data Warehousing and BI Analytics,https://www.coursera.org/learn/getting-started-with-data-warehousing-and-bi-analytics,,,"Ramesh Sannareddy,Rav Ahuja",12 hours,Beginner,1000,,English,Information Technology,,"data lakes, data warehouse system, rollup, cube, data visualizations, business intelligence, data warehouse, data marts, data warehouses, materialized views, data analytics",Data Warehousing          Cube and Rollup          Business Intelligence (BI)          Star and Snowflake Schema          cognos analytics,,IBM,,,,,,
Getting Started with Data Analytics on AWS,https://www.coursera.org/learn/getting-started-data-analytics-aws,4.6,7.276,Rafael Lopes,4 hours,Beginner,1000,,English,Data Science,,"predictive, visualizations, prescriptive, data analyses, diagnostic, descriptive",aws          Data Analysis          Cloud,,Amazon Web Services,,,,,,
Genomic Data Science and Clustering (Bioinformatics V),https://www.coursera.org/learn/genomic-data,4.2,12.919,"Pavel  Pevzner,Phillip Compeau",10 hours,Beginner,1000,Bioinformatics Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Health,,"similar algorithmic, multidimensional data, principal components analysis, clustering, machine learning, data science",,,University of California San Diego,,,,,,
Creating New BigQuery Datasets and Visualizing Insights,https://www.coursera.org/learn/gcp-creating-bigquery-datasets-visualizing-insights,4.6,18.663,Google Cloud Training,11 hours,Beginner,1000,From Data to Insights with Google Cloud Specialization,"Subtitles: English, Japanese",Information Technology,,"handling query cache, table wildcards",,,Google Cloud,,,,,,
Fundamentals of Data Warehousing,https://www.coursera.org/learn/fundamentals-of-data-warehousing,,,Erik Herman,14 hours,Beginner,1000,Key Technologies in Data Analytics Specialization,Subtitles: English,Business,,"data warehousing, data warehousing architectures, data analytics",,,LearnQuest,,,,,,
Fundamentals of Data Visualization,https://www.coursera.org/learn/fundamentals-of-data-visualization,,,Danielle Szafir,14 hours,Intermediate,1000,Vital Skills for Data Science Specialization,English,Data Science,,"data visualizations, visualization",Evaluation Design          Visualizing data with Altair          User-Centered Design (Create basic visualizations that match data and user needs)          Task Analysis (Define elements of a data analysis and/or communication problem),,University of Colorado Boulder,,,python,,,
Fundamentals of Data Analysis,https://www.coursera.org/learn/fundamentals-of-data-analysis,,,Erik Herman,18 hours,Beginner,1000,Key Technologies in Data Analytics Specialization,English,Data Science,,data analysis,Data visualization Data exploration          Data queries          Data Collection          Data Analysis          Data Visualization (DataViz),,LearnQuest,,,,,,
Fitting Statistical Models to Data with Python,https://www.coursera.org/learn/fitting-statistical-models-data-python,4.4,24.959,"Brenda Gunderson,Brady T. West,Kerby Shedden",16 hours,Intermediate,1000,Statistics with Python Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,"data analysis, hierarchical, statistical inference, statistical models, bayesian inference, linear regression, linear models, statistical, mixed effects, ogistic regression, statistical modeling",Bayesian Statistics          Python Programming          Statistical Model          statistical regression,,University of Michigan,,,,,,
Executive Data Science Capstone,https://www.coursera.org/learn/executive-data-science-capstone,4.7,13.477,"Jeff Leek, PhD,Brian Caffo, PhD,Roger D. Peng, PhD",2 hours,,1000,Executive Data Science Specialization,"English, Thai",Business,,data science,Data Science          Data Analysis          Management          Data Management,,Johns Hopkins University,,,,,,
Excel Fundamentals for Data Analysis,https://www.coursera.org/learn/excel-data-analysis-fundamentals,4.8,67.987,"Nicky Bull,Dr Prashan S. M. Karunaratne",15 hours,Intermediate,1000,Excel Skills for Data Analytics and Visualization Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Business,,"appropriate functions, named ranges and tables, analysis, logical and lookup functions",Data Analysis          Microsoft Excel          Data Cleansing,,Macquarie University,,,,,,
Data Visualization in Excel,https://www.coursera.org/learn/excel-data-visualization,4.9,13.013,"Nicky Bull,Dr Prashan S. M. Karunaratne",18 hours,Intermediate,1000,Excel Skills for Data Analytics and Visualization Specialization,English,Business,,"data analysis, big data, visualization, data visualization, data analytics",Microsoft Excel          Data Visualization (DataViz),,Macquarie University,,,,excel,,
Introduction to Data Analysis Using Excel,https://www.coursera.org/learn/excel-data-analysis,4.7,209.592,Sharad Borle,20 hours,,1000,Business Statistics and Analysis Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"data analysis, pivot table, filtering, charts, business statistics, pivot tables",Lookup Table          Data Analysis          Microsoft Excel          Pivot Table,,Rice University,,,,,,
Ethical Issues in Data Science,https://www.coursera.org/learn/ethical-issues-data-science,4.4,,Bobby Schnabel,23 hours,Beginner,1000,Vital Skills for Data Science Specialization,English,Data Science,,"ethical issues, data science",Data Science          Ethics          Algorithms          Privacy          Philosophy,,University of Colorado Boulder,,,,,,
Communicate Effectively about Ethical Challenges in Data-Driven Technologies,https://www.coursera.org/learn/ethical-communication-data-driven-technologies,4.4,3.008,"Renée Cummings,Jennifer Fischer,Megan Smith Branch",14 hours,Beginner,1000,CertNexus Certified Ethical Emerging Technologist Professional Certificate,English,Data Science,,ethical risks,Marketing          Business Strategy          Leadership And Management          Communication          Crisis Management,,CertNexus,,,,,,
Create and Lead an Ethical Data-Driven Organization,https://www.coursera.org/learn/ethical-data-driven-technology-leader,4.5,2.951,"Aaron Hui,Abhishek Gupta,Megan Smith Branch",13 hours,Beginner,1000,CertNexus Certified Ethical Emerging Technologist Professional Certificate,English,Data Science,,"ethics initiative, code of ethics,  code of ethics",Code of Ethics          policy          Ethical Leadership          Ethics Of Artificial Intelligence          governance,,CertNexus,,,,,,
Enterprise Database Migration,https://www.coursera.org/learn/enterprise-database-migration,,2.078,Google Cloud Training,19 hours,Intermediate,1000,,Subtitles: English,Information Technology,,"on-premises database architectures, databases, database, migrations",,,Google Cloud,,,,,,
Amazon DynamoDB: Building NoSQL Database-Driven Applications,https://www.coursera.org/learn/dynamodb-nosql-database-driven-apps,4.7,10.277,"Seph Robinson,Morgan Willis",10 hours,Intermediate,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Information Technology,,"nosql databases, relational databases",NoSQL Database          Cryptography          Workload          security          Recovery,,Amazon Web Services,,,,,,
Serverless Data Processing with Dataflow: Develop Pipelines,https://www.coursera.org/learn/developing-pipelines-on-dataflow,4,,Google Cloud Training,19 hours,Advanced,1000,Serverless Data Processing with Dataflow Specialization,Subtitles: English,Data Science,,dataframes,,,Google Cloud,,,,,,
Design Thinking and Predictive Analytics for Data Products,https://www.coursera.org/learn/design-thinking-predictive-analytics-data-products,4.5,7.81,"Julian McAuley,Ilkay Altintas",8 hours,Intermediate,1000,Python Data Products for Predictive Analytics Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"predictive analytics, statistical",,,University of California San Diego,,,,,,
Data Visualization,https://www.coursera.org/learn/datavisualization,4.5,106.764,John C. Hart,15 hours,,1000,Data Mining  Specialization,"Arabic, French, Portuguese (European), Chinese (Simplified), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,"data mining, pattern-based classification",Data Visualization Software          Tableau Software          Data Virtualization          Data Visualization (DataViz),,University of Illinois at Urbana-Champaign,,,,,,
Essential Design Principles for Tableau,https://www.coursera.org/learn/dataviz-design,4.5,44.724,"Govind Acharya,Hunter Whitney",13 hours,Beginner,1000,Data Visualization with Tableau Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"visualizations, visualization",Data Analysis          Tableau Software          Data Virtualization          Data Visualization (DataViz),,"University of California, Davis",,,,,,
Data Visualization with Tableau Project,https://www.coursera.org/learn/dataviz-project,4.6,21.711,"Suk S. Brar, M.B.A.,Hunter Whitney",12 hours,Intermediate,1000,Data Visualization with Tableau Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,visualization,Data Analysis          Interactive Visualization          Tableau Software          Data Visualization (DataViz),,"University of California, Davis",,,,tableau,,
Visual Analytics with Tableau,https://www.coursera.org/learn/dataviz-visual-analytics,4.6,40.234,"Suk S. Brar, M.B.A.",9 hours,Beginner,1000,Data Visualization with Tableau Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,,Visual Analytics          Map          Tableau Software          Data Visualization (DataViz),,"University of California, Davis",,,,,,
Creating Dashboards and Storytelling with Tableau,https://www.coursera.org/learn/dataviz-dashboards,4.6,37.54,"Govind Acharya,Hunter Whitney",15 hours,Beginner,1000,Data Visualization with Tableau Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,,Storyboarding          Tableau Software          Data Virtualization          Data Visualization (DataViz),,"University of California, Davis",,,,tableau,,
Data Science in Stratified Healthcare and Precision Medicine,https://www.coursera.org/learn/datascimed,4.6,16.288,"Dr Areti Manataki,Dr Frances Wong",17 hours,Intermediate,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"biomedicine, graph data, machine learning, data science, healthcare",Data Science          Python Programming          Machine Learning          Image Analysis,,The University of Edinburgh,,,,,,
Data Science at Scale - Capstone Project,https://www.coursera.org/learn/datasci-capstone,4.1,2.239,Bill Howe,6 hours,,1000,Data Science at Scale Specialization,English,Data Science,,data science,Python Programming          R Programming          Data Analysis          Data Wrangling          Statistics,,University of Washington,,,,,,
Database Design and Basic SQL in PostgreSQL,https://www.coursera.org/learn/database-design-postgresql,4.8,10.016,Charles Russell Severance,14 hours,Intermediate,1000,PostgreSQL for Everybody Specialization,Subtitles: English,Computer Science,,database,,,University of Michigan,,,,,,
"Database Architecture, Scale, and NoSQL with Elasticsearch",https://www.coursera.org/learn/database-architecture-scale-nosql-elasticsearch-postgresql,4.3,2.351,Charles Russell Severance,10 hours,Intermediate,1000,PostgreSQL for Everybody Specialization,Subtitles: English,Computer Science,,"base, postgresql, acid, sql, databases, nosql",,,University of Michigan,,,,,,
Data Science Math Skills,https://www.coursera.org/learn/datasciencemathskills,4.5,289.819,"Daniel Egger,Paul Bendich",13 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Math and Logic,,"data analysis, tangent lines, logarithms, instantaneous rate of change, bayes’ theorem, algebra with inequalities, venn diagrams, pre-calculus,  cartesian (x,y) plane, math, distance formulas, sigma notation, algebra, data science, probability theory, interval notation, exponents, natural log function",Bayes' Theorem          Bayesian Probability          Probability          Probability Theory,,Duke University,,,,,,
Modern Data Warehouse Analytics in Microsoft Azure,https://www.coursera.org/learn/data-warehouse-analytics-microsoft-azure,4.5,,Microsoft,4 hours,Beginner,1000,Microsoft Azure Data Fundamentals DP-900 Exam Prep Specialization,English,Information Technology,,data analytics,Describe data ingestion and processing on Azure          Describe the components of a modern data warehouse          Describe data visualization in Microsoft Power BI          Describe analytics workloads,,Microsoft,,,,,,
Fundamentals of Visualization with Tableau,https://www.coursera.org/learn/data-visualization-tableau,4.5,139.052,Desiree' Abbott,11 hours,Beginner,1000,Data Visualization with Tableau Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,visualization,Tableau Software          Data Virtualization          Data Visualization (DataViz)          Visualization (Computer Graphics),,"University of California, Davis",,,,,,
Publishing Visualizations in R with Shiny and flexdashboard,https://www.coursera.org/learn/data-viz-shiny-dashboards,4.9,1.961,Collin Paschall,12 hours,,1000,Data Visualization & Dashboarding with R Specialization,Subtitles: English,Data Science,,"visualization, data visualization",,,Johns Hopkins University,,,,,,
3D Data Visualization for Science Communication,https://www.coursera.org/learn/data-visualization-science-communication,,3.01,"Kalina Borkiewicz,AJ Christensen",32 hours,Beginner,1000,,Subtitles: English,Data Science,,"spatial data, science communication, data visualization, cinematic design",,,University of Illinois at Urbana-Champaign,,,,,,
Design and Build a Data Warehouse for Business Intelligence Implementation,https://www.coursera.org/learn/data-warehouse-bi-building,4.6,8.335,"Michael Mannino,Jahangir Karimi",13 hours,,1000,Data Warehousing for Business Intelligence Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"warehouse schema, business intelligence, data warehouse, materialized views, dimensional model, olap",Data Warehousing          Microstrategy          Data Warehouse          SQL,,University of Colorado System,,,,,,
Data Visualization with R,https://www.coursera.org/learn/data-visualization-r,,1.852,"Yiwen Li,Tiffany Zhu,Saishruthi Swaminathan,Gabriela de Queiroz",10 hours,Beginner,1000,,English,Data Science,,,Data Science          Data Analysis          Data Visualization (DataViz)          R Programming,,IBM,,,,,,
Data Visualization and Dashboards with Excel and Cognos,https://www.coursera.org/learn/data-visualization-dashboards-excel-cognos,4.7,27.985,"Sandip Saha Joy,Kevin McFaul,Steve Ryan",9 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Vietnamese, Russian, English, Spanish",Data Science,,"visualizations, pivot charts",Microsoft Excel          Data Analysis          Data Visualization (DataViz)          IBM Cognos Analytics          Dashboard,,IBM,,,,,,
Data Management and Visualization,https://www.coursera.org/learn/data-visualization,4.4,75.026,Lisa Dierker,12 hours,,1000,Data Analysis and Interpretation Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,"data analysis, statistics",SAS Language          Data Analysis          Python Programming          Data Management,,Wesleyan University,,,,,,
Data Structures and Design Patterns for Game Developers,https://www.coursera.org/learn/data-structures-design-patterns,4.6,13.249,"Dr. Tim ""Dr. T"" Chamillard",22 hours,Intermediate,1000,,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,,"algorithm analysis, queues, treesmodule, linked list, data structure, data structures, dynamic array, stacks, object-oriented, graph data structures, software architecture, design patterns, game development",,,University of Colorado System,,,,,,
Data Structures,https://www.coursera.org/learn/data-structures,4.6,205.479,"Alexander S. Kulikov,Michael Levin,Daniel M Kane,Neil Rhodes",25 hours,Intermediate,1000,Data Structures and Algorithms Specialization,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Computer Science,,"data structure, data structures, dynamic array, priority queues, hash table, algorithm, binary tree",Binary Search Tree          Priority Queue          Hash Table          Stack (Abstract Data Type)          List,,"University of California San Diego,HSE University",,,,,,
Data Visualization Capstone,https://www.coursera.org/learn/data-visualization-capstone,4.9,,Collin Paschall,22 hours,,1000,Data Visualization & Dashboarding with R Specialization,Subtitles: English,Data Science,,"visualizations, statistical, data visualization, quantitative data",,,Johns Hopkins University,,,,,,
"Data, Security, and Privacy",https://www.coursera.org/learn/data-security-privacy,,,Tim Carrington,13 hours,Beginner,1000,Introduction to Computer Information Systems Specialization,English,Information Technology,,digital literacy,Protecting Data          digital literacy          Evaluating IT Security Risk          Cyber Security Planning,,"University of California, Irvine",,"computer science, marketing, business",,,,
Data Science Methodology,https://www.coursera.org/learn/data-science-methodology,4.6,164.737,"Alex Aklson,Polong Lin",8 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish, Persian",Data Science,,"predictive, data understanding, classification models, analytic models, business understanding, cross industry process for data mining, data science, descriptive, data mining, crisp-dm",Data Science          Data Mining          Methodology,,IBM,,,,,,
Data Science on Google Cloud: Machine Learning,https://www.coursera.org/learn/data-science-machine-learning-google-cloud,,,Google Cloud Training,7 hours,Advanced,1000,,English,Data Science,,"machine learning, data science",Tensorflow          Machine Learning          Distributed Machine Learning          Spark,,Google Cloud,,,,,,
Data Science Capstone,https://www.coursera.org/learn/data-science-project,4.5,33.998,"Jeff Leek, PhD,Roger D. Peng, PhD,Brian Caffo, PhD",6 hours,,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, Korean, German, Russian, English, Spanish",Data Science,,"data analysis, prediction model",Data Science          Machine Learning          R Programming          Natural Language Processing,,Johns Hopkins University,,,,,,
Data Science with R - Capstone Project,https://www.coursera.org/learn/data-science-with-r-capstone-project,,,"Jeff Grossman,Yan Luo",15 hours,Intermediate,1000,,English,Data Science,,"data analysis, correlation statistics, modelling, descriptive statistics, data grouping",Data Science          R Programming          Data Visualization (DataViz)          Linear Regression          Exploratory Data Analysis,,IBM,,,,,,
Data Science Ethics,https://www.coursera.org/learn/data-science-ethics,4.8,23.952,H.V. Jagadish,15 hours,Beginner,1000,,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"big data, modern society, artificial intelligence, data science, algorithms, fair information practices principles act, principles of fairness, ethical",,,University of Michigan,,,,,,
Introduction to Data Science and scikit-learn in Python,https://www.coursera.org/learn/data-science-and-scikit-learn-in-python,,,"Sabrina Moore,Rajvir Dua,Neelesh Tiruviluamala",14 hours,Beginner,1000,AI for Scientific Research Specialization,English,Data Science,,"artificial intelligence, test hypothesis, machine learning",Data Science          Machine Learning          regression          Statistical Hypothesis Testing          medical data,,LearnQuest,,,,,,
Data Science for Business Innovation,https://www.coursera.org/learn/data-science-for-business-innovation,4.3,7.85,"Marco Brambilla,Emanuele Della Valle",7 hours,Beginner,1000,,"French, Portuguese (European), Russian, English, Spanish",Data Science,,"machine learning, data-driven innovation, data science",Data Science          Business Analytics          Decision-Making          Data Analysis          Big Data,,"EIT Digital ,Politecnico di Milano",,,,,,
Data Science on Google Cloud,https://www.coursera.org/learn/data-science-google-cloud,,,Google Cloud Training,11 hours,Advanced,1000,,English,Data Science,,,Data ingestion          Bigquery          Data Processing          Data Visualization (DataViz)          SQL,,Google Cloud,,,,,,
Data Science as a Field,https://www.coursera.org/learn/data-science-as-a-field,,,Jane Wall,10 hours,Intermediate,1000,Vital Skills for Data Science Specialization,English,Data Science,,"data analysis, data science",Data Science          Applied Mathematics          Information Science          Statistics          Computer Science,,University of Colorado Boulder,,,r,,,
A Crash Course in Data Science,https://www.coursera.org/learn/data-science-course,4.5,179.037,"Jeff Leek, PhD,Brian Caffo, PhD,Roger D. Peng, PhD",7 hours,Beginner,1000,Executive Data Science Specialization,"Chinese (Traditional), Arabic, French, Portuguese (European), Italian, Vietnamese, German, Urdu, Russian, Turkish, English, Spanish, Hindi",Data Science,,"machine learning, statistics, data science",Data Science          Data Analysis          Machine Learning          Project,,Johns Hopkins University,,,,,,
Data Science Fundamentals for Data Analysts,https://www.coursera.org/learn/data-science-fundamentals-for-data-analysts,3.7,3.085,"Emma Freeman,Mark Roepke",19 hours,Intermediate,1000,Data Science with Databricks for Data Analysts Specialization,English,Data Science,,data science,Data Science          Data Analysis          Machine Learning,,Databricks,,,sql,,,
Foundations of Data Science: K-Means Clustering in Python,https://www.coursera.org/learn/data-science-k-means-clustering-python,4.7,23.163,"Dr Matthew Yee-King,Dr Betty Fyn-Sydney,Dr Jamie A Ward,Dr Larisa Soldatova",29 hours,Beginner,1000,,"Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Data Science,,"k-means algorithm, data clustering",K-Means Clustering          Machine Learning          Programming in Python,,"University of London,Goldsmiths, University of London",,,,,,
Data and Health Indicators in Public Health Practice,https://www.coursera.org/learn/data-public-health,4.7,26.176,"Keri Althoff, PhD, MPH",6 hours,Beginner,1000,Epidemiology in Public Health Practice Specialization,"Subtitles: Arabic, French, Portuguese (European), Italian, Vietnamese, German, Russian, English, Spanish",Health,,"data systems, public health",,,Johns Hopkins University,,,,,,
Data Processing with Azure,https://www.coursera.org/learn/data-processing-with-azure,3.7,6.391,"Samant Bali,Kenny Mobley",13 hours,Intermediate,1000,,"French, Portuguese (European), Russian, English, Spanish",Information Technology,,"elt, data virtualization, etl",Data Analysis          Microsoft Azure          Big Data          Data Lake          Data Factory,,LearnQuest,,,,,,
